ID,Date,Primary Type,Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
10050416,01/01/2012 01:00:00 AM,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,False,False,1733.0,17.0,33.0,41.953931744,-87.706068009
12270150,01/01/2012 01:01:00 PM,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,False,True,1611.0,16.0,39.0,41.991497851,-87.778702673
10933397,01/01/2012 01:30:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,231.0,2.0,20.0,,
10582504,01/01/2012 01:35:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1421.0,14.0,35.0,,
12362248,01/01/2012 02:00:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,True,1112.0,11.0,27.0,,
11385272,01/01/2012 02:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,True,True,2525.0,25.0,35.0,,
12362249,01/01/2012 02:10:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,True,1112.0,11.0,27.0,,
10466196,01/01/2012 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,True,2234.0,22.0,34.0,,
12646269,01/01/2012 03:52:00 PM,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,False,True,232.0,2.0,20.0,41.791156498,-87.616913704
12206665,01/01/2012 03:55:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2232.0,22.0,34.0,,
8422645,01/01/2012 04:00:00 PM,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,False,False,1613.0,16.0,41.0,41.978590836,-87.795206432
10871782,01/01/2012 05:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1215.0,12.0,27.0,,
8421769,01/01/2012 05:10:00 AM,BATTERY,AGGRAVATED: HANDGUN,False,False,815.0,8.0,14.0,41.812837565,-87.726216978
11913753,01/01/2012 05:55:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2213.0,22.0,19.0,,
8421777,01/01/2012 06:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,732.0,7.0,6.0,41.766580389,-87.643201997
