ID,Date,Primary Type,Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12250733,01/01/2010 01:00:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,False,True,523.0,5.0,9.0,,
7296979,01/01/2010 01:42:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,True,True,1834.0,18.0,42.0,41.890900279,-87.626355577
7301731,01/01/2010 01:50:00 AM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,False,False,822.0,8.0,14.0,41.789109039,-87.709558528
7298333,01/01/2010 02:30:00 AM,BATTERY,SIMPLE,False,False,1832.0,18.0,42.0,41.893541578,-87.629701805
7298810,01/01/2010 02:30:00 AM,BATTERY,SIMPLE,False,False,813.0,8.0,13.0,41.776686784,-87.735587875
10502349,01/01/2010 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,622.0,6.0,21.0,,
7297324,01/01/2010 03:06:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,True,False,324.0,3.0,5.0,41.765980755,-87.58553434
9191517,01/01/2010 04:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,823.0,8.0,16.0,41.783918597,-87.700845666
11220975,01/01/2010 06:00:00 AM,THEFT,OVER $500,False,False,2023.0,20.0,48.0,,
11892542,01/01/2010 07:00:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,True,True,1724.0,17.0,33.0,,
7297679,01/01/2010 07:29:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,True,False,723.0,7.0,6.0,41.774335808,-87.641839413
10838252,01/01/2010 07:30:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,511.0,5.0,6.0,,
11745685,01/01/2010 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,1412.0,14.0,35.0,,
10903419,01/01/2010 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1411.0,14.0,1.0,,
12968941,01/01/2010 08:00:00 AM,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,False,True,931.0,9.0,15.0,,
10655554,01/01/2010 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1422.0,14.0,26.0,,
7297755,01/01/2010 08:00:00 PM,NARCOTICS,POSS: CRACK,True,False,413.0,4.0,8.0,41.727775561,-87.588644524
11274697,01/01/2010 08:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,False,531.0,5.0,9.0,,
12343446,01/01/2010 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1931.0,19.0,32.0,,
10900605,01/01/2010 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,824.0,8.0,16.0,,
10820957,01/01/2010 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,2524.0,25.0,35.0,,
