ID,Date,Primary Type,Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
6878066,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,933.0,9.0,20.0,,
5172625,01/01/2004 12:00:00 AM,SEX OFFENSE,CRIMINAL TRANSMISSION OF HIV,False,True,631.0,6.0,8.0,,
5623461,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1523.0,15.0,28.0,,
5118013,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,1331.0,12.0,2.0,,
10325956,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,2223.0,22.0,21.0,,
7466578,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,825.0,8.0,15.0,,
7128645,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,621.0,6.0,17.0,,
9215161,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,314.0,3.0,20.0,,
7905532,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,False,False,1132.0,11.0,24.0,,
7358479,01/01/2004 12:00:00 PM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,621.0,6.0,17.0,,
5022547,01/01/2004 12:00:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,False,False,1932.0,19.0,32.0,,
8028563,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,1112.0,11.0,27.0,,
10560170,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,False,False,1134.0,11.0,28.0,,
10353255,01/01/2004 12:00:00 AM,DECEPTIVE PRACTICE,FORGERY,False,False,1532.0,15.0,28.0,,
5066335,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1421.0,14.0,35.0,,
7908438,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,934.0,9.0,3.0,,
5924587,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1833.0,18.0,42.0,,
4258423,01/01/2004 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,True,True,422.0,4.0,7.0,,
4515279,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,True,False,233.0,2.0,20.0,,
8076691,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,False,False,414.0,4.0,7.0,,
12394504,01/01/2004 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,621.0,6.0,21.0,,
10109716,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,723.0,7.0,16.0,,
6107828,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,334.0,3.0,7.0,,
10079007,01/01/2004 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,1125.0,11.0,2.0,,
10374238,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,2413.0,24.0,40.0,,
10425620,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,True,True,633.0,6.0,6.0,,
9545702,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,1531.0,15.0,37.0,,
11259134,01/01/2004 12:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,True,False,2413.0,24.0,50.0,,
12121989,01/01/2004 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,522.0,5.0,34.0,,
11394455,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,True,2424.0,24.0,49.0,,
6872649,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,723.0,7.0,17.0,,
5831992,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1733.0,17.0,33.0,,
8346443,01/01/2004 12:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,False,1133.0,11.0,24.0,,
5748445,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,True,True,1713.0,17.0,33.0,,
11202454,01/01/2004 12:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,False,1531.0,15.0,37.0,,
3555033,01/01/2004 12:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,False,False,431.0,4.0,7.0,41.721332498,-87.567440392
5811471,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,611.0,6.0,21.0,,
6338584,01/01/2004 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,True,2535.0,25.0,27.0,,
8346475,01/01/2004 12:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,False,1133.0,11.0,24.0,,
4809407,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,113.0,1.0,42.0,,
6146112,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1224.0,12.0,25.0,,
4623032,01/01/2004 12:00:00 PM,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,False,True,1423.0,14.0,26.0,,
6282225,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,False,False,313.0,3.0,20.0,,
4872408,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,932.0,9.0,16.0,,
9915489,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,False,False,412.0,4.0,8.0,,
5783795,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1014.0,10.0,24.0,,
9450587,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,True,2411.0,24.0,50.0,,
10698246,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,True,1423.0,14.0,1.0,,
6251769,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,831.0,8.0,18.0,,
9299690,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,712.0,7.0,16.0,,
7874823,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,313.0,3.0,20.0,,
6163581,01/01/2004 12:00:00 AM,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,False,False,1034.0,10.0,12.0,,
12830402,01/01/2004 12:00:00 AM,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,False,False,2031.0,20.0,40.0,,
7806876,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,1633.0,16.0,38.0,,
6011605,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,True,914.0,9.0,11.0,,
7985639,01/01/2004 12:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,True,1724.0,17.0,33.0,,
4847694,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,2512.0,25.0,29.0,,
6076260,01/01/2004 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,True,False,1422.0,14.0,26.0,,
6018528,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,815.0,8.0,23.0,,
7864813,01/01/2004 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,314.0,3.0,5.0,,
6203736,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,1423.0,14.0,26.0,,
4975815,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,1634.0,16.0,38.0,,
5086585,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,313.0,3.0,20.0,,
4855598,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1623.0,16.0,45.0,,
7711142,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2532.0,25.0,37.0,,
8353792,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,2511.0,25.0,36.0,,
6808356,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1132.0,11.0,24.0,,
6754182,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,1134.0,11.0,28.0,,
10401351,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,2431.0,24.0,49.0,,
6752473,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,711.0,7.0,3.0,,
6774478,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1121.0,11.0,26.0,,
8533145,01/01/2004 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2221.0,22.0,21.0,,
8045749,01/01/2004 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,813.0,8.0,13.0,,
12278389,01/01/2004 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,True,True,1235.0,12.0,25.0,,
6067065,01/01/2004 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,823.0,8.0,15.0,,
