ID,Date,Primary Type,Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
8950930,01/01/2013 01:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1634.0,16.0,30.0,41.939696894,-87.750207101
12241428,01/01/2013 01:10:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,True,1532.0,15.0,28.0,41.88571876,-87.747161672
8951756,01/01/2013 01:30:00 AM,BATTERY,SIMPLE,False,False,524.0,5.0,34.0,41.681926712,-87.646915136
11318381,01/01/2013 01:35:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,234.0,2.0,4.0,,
11974904,01/01/2013 01:45:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,1912.0,19.0,47.0,,
10275589,01/01/2013 02:00:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,True,932.0,9.0,16.0,41.800982911,-87.676934029
8950915,01/01/2013 02:15:00 AM,BATTERY,SIMPLE,False,False,1932.0,19.0,32.0,41.925824487,-87.658469255
11511958,01/01/2013 02:35:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1522.0,15.0,29.0,,
20750,01/01/2013 02:45:00 PM,HOMICIDE,FIRST DEGREE MURDER,True,False,221.0,2.0,4.0,41.812317533,-87.609891755
10422680,01/01/2013 03:00:00 PM,THEFT,$500 AND UNDER,False,False,2211.0,22.0,19.0,,
8951565,01/01/2013 03:00:00 AM,THEFT,FROM BUILDING,False,False,1433.0,14.0,1.0,41.907455792,-87.667600763
12951132,01/01/2013 03:00:00 PM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,False,False,414.0,4.0,8.0,,
10408599,01/01/2013 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,634.0,6.0,6.0,,
11439571,01/01/2013 03:00:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,True,2413.0,24.0,40.0,,
10185165,01/01/2013 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2234.0,22.0,34.0,41.678665964,-87.671157432
12484759,01/01/2013 03:00:00 PM,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,False,True,1034.0,10.0,12.0,,
10904599,01/01/2013 03:35:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,324.0,3.0,5.0,,
8950978,01/01/2013 03:36:00 AM,CRIMINAL DAMAGE,TO PROPERTY,True,True,823.0,8.0,13.0,41.779713714,-87.713825573
20749,01/01/2013 03:45:00 AM,HOMICIDE,FIRST DEGREE MURDER,False,False,1215.0,12.0,27.0,41.894541113,-87.662361421
8951642,01/01/2013 03:50:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,731.0,7.0,17.0,41.759331691,-87.630810679
11248616,01/01/2013 04:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,832.0,8.0,18.0,,
11825036,01/01/2013 04:10:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,312.0,3.0,20.0,,
8952518,01/01/2013 04:45:00 PM,CRIMINAL DAMAGE,TO VEHICLE,False,False,522.0,5.0,34.0,41.679745623,-87.631574466
20751,01/01/2013 04:56:00 PM,HOMICIDE,FIRST DEGREE MURDER,False,False,824.0,8.0,14.0,41.787541886,-87.698507299
12003595,01/01/2013 05:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,324.0,3.0,8.0,,
10219612,01/01/2013 05:00:00 PM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,True,False,213.0,2.0,3.0,41.820292825,-87.628501189
11340643,01/01/2013 05:30:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,233.0,2.0,5.0,,
10365302,01/01/2013 05:50:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,False,2223.0,22.0,21.0,,
12136820,01/01/2013 06:15:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1633.0,16.0,36.0,,
10070337,01/01/2013 07:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2534.0,25.0,27.0,41.902644773,-87.728026491
8952874,01/01/2013 07:00:00 PM,THEFT,$500 AND UNDER,False,False,2535.0,25.0,26.0,41.908179371,-87.717092699
10103596,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,False,False,113.0,1.0,42.0,41.879021684,-87.626108305
10045256,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,True,False,931.0,9.0,16.0,41.802049766,-87.682604302
10211178,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,2532.0,25.0,37.0,41.911892122,-87.759417261
9584557,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,432.0,4.0,10.0,41.709307635,-87.535284945
11659564,01/01/2013 08:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,True,True,1135.0,11.0,27.0,,
11345779,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1911.0,19.0,47.0,,
10745522,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1234.0,12.0,25.0,,
11888363,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,423.0,4.0,7.0,,
10038091,01/01/2013 08:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,332.0,3.0,5.0,41.767209696,-87.581253266
11888338,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,423.0,4.0,7.0,,
10898113,01/01/2013 08:00:00 AM,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,False,False,1024.0,10.0,24.0,,
11604332,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1914.0,19.0,46.0,,
10368023,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FORGERY,False,False,1411.0,14.0,35.0,,
10393819,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,424.0,4.0,10.0,,
10041385,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1935.0,19.0,32.0,41.931518763,-87.653819112
11591623,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,True,True,913.0,9.0,11.0,,
10431819,01/01/2013 08:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,False,1233.0,12.0,25.0,,
11986676,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,433.0,4.0,10.0,,
11549366,01/01/2013 08:13:00 PM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,1723.0,17.0,45.0,41.972631824,-87.722032045
11594223,01/01/2013 08:13:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,925.0,9.0,3.0,,
11106256,01/01/2013 08:13:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2232.0,22.0,34.0,,
10399629,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1235.0,12.0,25.0,,
12951096,01/01/2013 09:00:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,False,621.0,6.0,17.0,,
10228896,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,234.0,2.0,4.0,41.798822549,-87.595010719
10909293,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,334.0,3.0,7.0,,
10725208,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,False,False,1915.0,19.0,46.0,,
11152235,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,334.0,3.0,7.0,,
10348136,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,True,421.0,4.0,7.0,41.752845913,-87.563826173
10964022,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,False,False,1831.0,18.0,42.0,,
10001226,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1113.0,11.0,28.0,41.881864814,-87.741079016
10774304,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,724.0,7.0,17.0,,
10678337,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2533.0,25.0,37.0,,
10420578,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2533.0,25.0,37.0,,
11962545,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1114.0,11.0,28.0,,
11843713,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2535.0,25.0,26.0,,
11437249,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,False,False,1831.0,18.0,42.0,,
10015248,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,1531.0,15.0,37.0,41.895642968,-87.754394869
10250689,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2515.0,25.0,30.0,41.924902436,-87.766025313
11487628,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1012.0,10.0,24.0,,
10259802,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,933.0,9.0,16.0,41.802544886,-87.659947831
12841948,01/01/2013 09:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,False,True,621.0,6.0,17.0,,
10280764,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1234.0,12.0,25.0,41.854883776,-87.678970985
10366456,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2535.0,25.0,27.0,,
10681973,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,824.0,8.0,16.0,,
8951427,01/01/2013 09:00:00 AM,THEFT,OVER $500,True,True,211.0,2.0,4.0,41.834690813,-87.613705645
