ID,Date,Primary Type,Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
5991302,01/01/2008 01:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1233.0,12.0,25.0,,
7505737,01/01/2008 01:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2525.0,25.0,35.0,,
8544533,01/01/2008 01:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,True,431.0,4.0,7.0,,
7321147,01/01/2008 01:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2324.0,19.0,46.0,,
12813874,01/01/2008 01:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,834.0,8.0,18.0,,
6294730,01/01/2008 01:00:00 PM,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,False,False,1223.0,12.0,25.0,,
7530836,01/01/2008 01:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2332.0,19.0,44.0,,
5988154,01/01/2008 01:30:00 AM,THEFT,POCKET-PICKING,False,False,1834.0,18.0,42.0,,
12118368,01/01/2008 01:35:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,531.0,5.0,9.0,,
12374196,01/01/2008 02:00:00 AM,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,False,False,1422.0,14.0,35.0,,
5991309,01/01/2008 02:15:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,True,False,423.0,4.0,7.0,41.738508319,-87.561168753
5995543,01/01/2008 02:45:00 AM,OTHER OFFENSE,TELEPHONE THREAT,False,False,1012.0,10.0,24.0,41.857955854,-87.729813649
8094180,01/01/2008 03:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,713.0,7.0,16.0,,
8358190,01/01/2008 03:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,712.0,7.0,16.0,,
7275224,01/01/2008 03:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,True,False,1012.0,10.0,24.0,,
7779945,01/01/2008 03:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,2232.0,22.0,34.0,,
6622412,01/01/2008 03:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1111.0,11.0,37.0,,
7166127,01/01/2008 03:00:00 PM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,False,False,2012.0,20.0,40.0,,
5994574,01/01/2008 03:00:00 PM,BATTERY,SIMPLE,False,False,1133.0,11.0,28.0,,
9717149,01/01/2008 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1522.0,15.0,29.0,,
5994041,01/01/2008 03:28:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,False,True,612.0,6.0,21.0,41.747924956,-87.65245693
6000975,01/01/2008 03:30:00 AM,ASSAULT,SIMPLE,True,False,621.0,6.0,17.0,41.75563077,-87.636857948
9395168,01/01/2008 04:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,913.0,9.0,11.0,,
5994225,01/01/2008 04:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,False,False,1923.0,19.0,44.0,,
7913517,01/01/2008 04:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,832.0,8.0,15.0,,
7879698,01/01/2008 06:00:00 AM,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,False,False,522.0,5.0,34.0,,
8940381,01/01/2008 06:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,False,False,1222.0,12.0,28.0,,
5994215,01/01/2008 06:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,False,True,1024.0,10.0,24.0,,
7549118,01/01/2008 06:00:00 AM,THEFT,AGG: FINANCIAL ID THEFT,False,False,533.0,5.0,9.0,,
7200946,01/01/2008 06:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,2232.0,22.0,9.0,,
7513029,01/01/2008 06:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2525.0,25.0,30.0,,
7423602,01/01/2008 06:30:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,2424.0,24.0,49.0,,
5998515,01/01/2008 07:00:00 PM,THEFT,OVER $500,False,False,924.0,9.0,11.0,41.836967591,-87.659231142
12179893,01/01/2008 07:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,True,311.0,3.0,20.0,,
7401070,01/01/2008 07:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1133.0,11.0,24.0,,
10176750,01/01/2008 07:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1925.0,19.0,46.0,,
9049150,01/01/2008 07:00:00 PM,CRIM SEXUAL ASSAULT,PREDATORY,False,True,1723.0,17.0,33.0,,
8946170,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1033.0,10.0,12.0,,
5993991,01/01/2008 08:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,False,False,1924.0,19.0,44.0,,
8454374,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,822.0,8.0,23.0,,
8438189,01/01/2008 08:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,True,2514.0,25.0,31.0,,
8559410,01/01/2008 08:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,1432.0,14.0,32.0,,
9053222,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,824.0,8.0,16.0,,
9402273,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,423.0,4.0,7.0,,
6949963,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1111.0,11.0,37.0,,
7407989,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,True,False,1431.0,14.0,1.0,,
7664215,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,611.0,6.0,21.0,,
5996928,01/01/2008 08:00:00 PM,BURGLARY,FORCIBLE ENTRY,False,False,726.0,7.0,17.0,41.7702494,-87.674501744
8023031,01/01/2008 08:00:00 AM,OBSCENITY,OBSCENE MATTER,True,True,322.0,3.0,20.0,,
7732911,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,422.0,4.0,7.0,,
7546360,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,432.0,4.0,10.0,,
8339752,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,823.0,8.0,15.0,,
9516319,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,True,False,913.0,9.0,11.0,,
9141590,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,222.0,2.0,4.0,,
7405105,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1024.0,10.0,22.0,,
10720589,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,824.0,8.0,16.0,,
8365683,01/01/2008 08:00:00 PM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,914.0,9.0,12.0,,
7347742,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,432.0,4.0,10.0,,
10597507,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,True,False,922.0,9.0,12.0,,
9324798,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,True,False,911.0,9.0,12.0,,
7498624,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1614.0,16.0,41.0,,
7493072,01/01/2008 08:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,112.0,1.0,42.0,,
10370359,01/01/2008 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2223.0,22.0,21.0,,
5992142,01/01/2008 08:00:00 AM,BATTERY,SIMPLE,False,False,2333.0,19.0,44.0,41.932862434,-87.641702699
9353232,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,834.0,8.0,18.0,,
9187464,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,834.0,8.0,18.0,,
9388440,01/01/2008 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,2512.0,25.0,29.0,,
8450109,01/01/2008 08:08:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1531.0,15.0,37.0,,
6141723,01/01/2008 08:08:00 PM,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,False,False,331.0,3.0,5.0,41.768965054,-87.568219399
9870609,01/01/2008 08:15:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2212.0,22.0,19.0,,
5992087,01/01/2008 08:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,False,False,1233.0,12.0,25.0,,
5992161,01/01/2008 08:30:00 PM,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,False,False,835.0,8.0,18.0,41.751065032,-87.682873958
7956906,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2535.0,25.0,30.0,,
9110748,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2213.0,22.0,19.0,,
7701397,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2531.0,25.0,29.0,,
9897177,01/01/2008 09:00:00 AM,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,False,False,1913.0,19.0,46.0,,
9068799,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,334.0,3.0,7.0,,
7476669,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2524.0,25.0,31.0,,
8356277,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1522.0,15.0,29.0,,
5988151,01/01/2008 09:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,False,False,1122.0,11.0,27.0,,
9785288,01/01/2008 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1014.0,10.0,24.0,,
7832950,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,223.0,2.0,4.0,,
7990016,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2532.0,25.0,37.0,,
9541090,01/01/2008 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,1531.0,15.0,37.0,,
7677582,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2521.0,25.0,31.0,,
9800644,01/01/2008 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2532.0,25.0,37.0,,
7173354,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,423.0,4.0,7.0,,
11287936,01/01/2008 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,2515.0,25.0,37.0,,
6138094,01/01/2008 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2424.0,24.0,49.0,42.018527494,-87.679047645
10099549,01/01/2008 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1821.0,18.0,27.0,,
7479778,01/01/2008 09:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,False,False,324.0,3.0,5.0,,
