ID,Date,Primary Type,Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
8476918,01/01/2003 09:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,822.0,8.0,13.0,,
8513460,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,2522.0,25.0,31.0,,
11149350,01/01/2003 09:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,False,True,1223.0,12.0,27.0,,
9645816,01/01/2003 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1925.0,19.0,46.0,,
6040476,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,824.0,8.0,16.0,,
7208639,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,321.0,3.0,20.0,,
8560762,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,734.0,7.0,17.0,,
7300230,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2524.0,25.0,35.0,,
5089933,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,414.0,4.0,8.0,,
4243000,01/01/2003 09:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,911.0,9.0,14.0,41.796608158,-87.69143892
5212890,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2525.0,25.0,35.0,,
9671981,01/01/2003 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2533.0,25.0,37.0,,
7248268,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2223.0,22.0,21.0,,
5623098,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1522.0,15.0,29.0,,
6132283,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,223.0,2.0,3.0,,
7198899,01/01/2003 09:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,True,False,1723.0,17.0,39.0,,
5369675,01/01/2003 09:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,True,True,2515.0,25.0,30.0,,
8151210,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,2535.0,25.0,30.0,,
8854767,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2534.0,25.0,30.0,,
5460204,01/01/2003 09:00:00 AM,THEFT,AGG: FINANCIAL ID THEFT,False,False,1813.0,18.0,43.0,,
5255203,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1223.0,12.0,25.0,,
6458906,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,2022.0,20.0,48.0,,
6750031,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1421.0,14.0,26.0,,
5745001,01/01/2003 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1611.0,16.0,41.0,,
2538246,01/01/2003 09:35:05 PM,PROSTITUTION,SOLICIT ON PUBLIC WAY,True,False,1424.0,14.0,1.0,41.90954765,-87.683541596
2565718,01/01/2003 10:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,False,1132.0,11.0,24.0,41.867097632,-87.723702988
6173545,01/01/2003 10:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1522.0,15.0,28.0,,
7220559,01/01/2003 10:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,True,False,1033.0,10.0,12.0,,
9407622,01/01/2003 10:00:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,True,True,1422.0,14.0,35.0,,
6627267,01/01/2003 10:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,512.0,5.0,9.0,,
2543949,01/01/2003 10:10:55 PM,BATTERY,DOMESTIC BATTERY SIMPLE,True,True,1122.0,11.0,27.0,,
2526044,01/01/2003 10:30:00 PM,BATTERY,SIMPLE,False,False,522.0,5.0,34.0,41.680636788,-87.632351839
2525227,01/01/2003 10:40:00 PM,ROBBERY,ARMED: HANDGUN,False,False,2521.0,25.0,31.0,41.931761455,-87.746604326
5689301,01/01/2003 11:15:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,513.0,5.0,9.0,,
12390271,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,True,False,915.0,9.0,11.0,,
8606364,01/01/2003 12:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,714.0,7.0,15.0,,
7501221,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1413.0,14.0,26.0,,
7337083,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,2522.0,25.0,31.0,,
7393550,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,True,1713.0,17.0,33.0,,
7624888,01/01/2003 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,True,414.0,4.0,8.0,,
6860943,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,932.0,9.0,16.0,,
8269289,01/01/2003 12:00:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,False,False,914.0,9.0,12.0,,
8834760,01/01/2003 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,2535.0,25.0,26.0,,
7103134,01/01/2003 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2232.0,22.0,9.0,,
6652637,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1724.0,17.0,33.0,,
7798028,01/01/2003 12:00:00 AM,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,False,False,1732.0,17.0,35.0,,
4644275,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,True,False,1022.0,10.0,24.0,,
6060165,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,824.0,8.0,14.0,,
7170030,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1422.0,14.0,26.0,,
12659668,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,False,2511.0,25.0,36.0,,
12621866,01/01/2003 12:00:00 PM,CRIMINAL SEXUAL ASSAULT,PREDATORY,False,True,1724.0,17.0,33.0,,
12690114,01/01/2003 12:00:00 AM,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,False,False,1111.0,11.0,37.0,,
6275821,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2521.0,25.0,31.0,,
6128633,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,731.0,7.0,6.0,,
5394967,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1423.0,14.0,26.0,,
11333078,01/01/2003 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,2532.0,25.0,37.0,,
2559321,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,1811.0,18.0,32.0,,
7109514,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,2513.0,25.0,29.0,,
2525891,01/01/2003 12:00:00 PM,BURGLARY,FORCIBLE ENTRY,False,False,931.0,9.0,16.0,41.802494829,-87.663590337
7495341,01/01/2003 12:00:00 PM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,912.0,9.0,12.0,,
7149495,01/01/2003 12:00:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,True,324.0,3.0,5.0,,
6762290,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,False,False,432.0,4.0,10.0,,
6977860,01/01/2003 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,1013.0,10.0,22.0,,
8011182,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,False,False,611.0,6.0,17.0,,
7313209,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,1032.0,10.0,22.0,,
8662480,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,322.0,3.0,6.0,,
5870849,01/01/2003 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,True,724.0,7.0,17.0,,
4484148,01/01/2003 12:00:00 PM,THEFT,OVER $500,False,False,812.0,8.0,13.0,41.774381572,-87.762569484
11555196,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,2531.0,25.0,29.0,,
7291997,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,True,1222.0,12.0,25.0,,
2854429,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1922.0,19.0,47.0,41.968106381,-87.679166724
11090733,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,822.0,8.0,23.0,,
8458628,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,True,1423.0,14.0,26.0,,
12504477,01/01/2003 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,False,False,833.0,8.0,13.0,,
6104185,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1311.0,12.0,26.0,,
2900259,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,211.0,2.0,2.0,,
12929221,01/01/2003 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,False,False,512.0,5.0,9.0,,
2544039,01/01/2003 12:00:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,False,722.0,7.0,20.0,,
9642148,01/01/2003 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,False,2023.0,20.0,48.0,,
6408291,01/01/2003 12:00:00 PM,THEFT,$500 AND UNDER,False,False,1624.0,16.0,45.0,,
10836345,01/01/2003 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,123.0,1.0,2.0,,
10845575,01/01/2003 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2515.0,25.0,29.0,,
10360088,01/01/2003 12:00:00 AM,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,False,True,1914.0,19.0,46.0,,
9601705,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,2411.0,24.0,50.0,,
6224979,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,431.0,4.0,10.0,,
8214476,01/01/2003 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,True,823.0,8.0,15.0,,
6598451,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,1512.0,15.0,29.0,,
7044835,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,True,2524.0,25.0,35.0,,
5055852,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,924.0,9.0,11.0,,
6037996,01/01/2003 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2132.0,2.0,4.0,,
5099117,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,True,True,832.0,8.0,15.0,,
5972943,01/01/2003 12:00:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,False,False,2234.0,22.0,34.0,,
5047993,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,321.0,3.0,20.0,,
8280869,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,1633.0,16.0,38.0,,
5799051,01/01/2003 12:00:00 PM,THEFT,FROM BUILDING,False,False,613.0,6.0,21.0,,
8115843,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2311.0,19.0,46.0,,
9456107,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,611.0,6.0,18.0,,
10729676,01/01/2003 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,True,221.0,2.0,4.0,,
5741533,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1511.0,15.0,29.0,,
8836034,01/01/2003 12:00:00 PM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,834.0,8.0,18.0,,
10381169,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,1531.0,15.0,37.0,,
5071098,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1034.0,10.0,25.0,,
8396298,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,922.0,9.0,11.0,,
5237024,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,813.0,8.0,13.0,,
5312595,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,734.0,7.0,17.0,,
9592814,01/01/2003 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1231.0,12.0,2.0,,
7067652,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,True,1213.0,12.0,2.0,,
8009329,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,True,915.0,9.0,16.0,,
11944945,01/01/2003 12:00:00 PM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,True,False,911.0,9.0,12.0,,
8481053,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,1433.0,14.0,1.0,,
9527334,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,False,False,624.0,6.0,6.0,,
7402705,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,834.0,8.0,18.0,,
7384012,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1034.0,10.0,25.0,,
5555571,01/01/2003 12:00:00 AM,SEX OFFENSE,INDECENT SOLICITATION/CHILD,False,True,815.0,8.0,23.0,,
7230232,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,True,2233.0,22.0,34.0,,
10110547,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,213.0,2.0,3.0,,
5929786,01/01/2003 12:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1112.0,11.0,27.0,,
6876460,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,True,914.0,9.0,12.0,,
6638762,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,True,1723.0,17.0,33.0,,
5314785,01/01/2003 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1611.0,16.0,45.0,,
6072323,01/01/2003 12:00:00 PM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,324.0,3.0,5.0,,
9835675,01/01/2003 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,True,331.0,3.0,5.0,,
8733273,01/01/2003 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,813.0,8.0,13.0,,
6176395,01/01/2003 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,321.0,3.0,20.0,,
11042905,01/01/2003 12:01:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,False,824.0,8.0,15.0,,
5272490,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1112.0,11.0,27.0,,
11145030,01/01/2003 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,True,False,2524.0,25.0,35.0,,
5982112,01/01/2003 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,1724.0,17.0,33.0,,
9327222,01/01/2003 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1724.0,17.0,33.0,,
5105618,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,422.0,4.0,7.0,,
8613723,01/01/2003 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,2424.0,24.0,49.0,,
5277311,01/01/2003 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,824.0,8.0,16.0,,
5111980,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1031.0,10.0,22.0,,
6953242,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1611.0,16.0,41.0,,
8544393,01/01/2003 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,True,True,2233.0,22.0,34.0,,
6092206,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,713.0,7.0,16.0,,
5796924,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1112.0,11.0,27.0,,
6259279,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,2524.0,25.0,30.0,,
9794268,01/01/2003 12:01:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,False,False,815.0,8.0,14.0,,
5429519,01/01/2003 12:01:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,1722.0,17.0,45.0,,
11533208,01/01/2003 12:01:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,False,True,921.0,9.0,12.0,,
5431529,01/01/2003 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,False,False,1713.0,17.0,33.0,,
8034861,01/01/2003 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,True,False,2522.0,25.0,31.0,,
5715406,01/01/2003 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,False,False,723.0,7.0,16.0,,
8034845,01/01/2003 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,True,False,2525.0,25.0,26.0,,
6299661,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,False,False,2234.0,22.0,34.0,,
6569069,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1832.0,18.0,42.0,,
8036770,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1724.0,17.0,33.0,,
7015249,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,833.0,8.0,13.0,,
6396045,01/01/2003 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,False,True,1024.0,10.0,22.0,,
6665532,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2515.0,25.0,37.0,,
9294158,01/01/2003 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,False,False,332.0,3.0,5.0,,
5192825,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,2532.0,25.0,37.0,,
8819234,01/01/2003 12:01:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,False,False,1033.0,10.0,12.0,,
10833302,01/01/2003 12:01:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,False,False,2431.0,24.0,49.0,,
