ID,Date,Primary Type,Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
7872291,01/01/2011 01:00:00 PM,THEFT,FROM BUILDING,False,False,1111.0,11.0,37.0,41.900675948,-87.73671034
11679509,01/01/2011 01:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,False,False,1113.0,11.0,28.0,41.885395736,-87.741964507
10992534,01/01/2011 01:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,614.0,6.0,18.0,,
10609441,01/01/2011 01:30:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,933.0,9.0,16.0,,
19729,01/01/2011 01:33:00 AM,HOMICIDE,FIRST DEGREE MURDER,True,False,723.0,7.0,6.0,41.771907116,-87.644581938
7869702,01/01/2011 01:50:00 AM,BATTERY,SIMPLE,False,False,925.0,9.0,11.0,41.825397315,-87.637074597
7871286,01/01/2011 02:30:00 AM,BATTERY,SIMPLE,False,False,1822.0,18.0,32.0,41.90915891,-87.651058517
10551135,01/01/2011 02:55:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1925.0,19.0,44.0,,
10574818,01/01/2011 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2232.0,22.0,34.0,,
12063002,01/01/2011 03:05:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2222.0,22.0,21.0,,
7870541,01/01/2011 03:30:00 AM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,False,False,1433.0,14.0,1.0,41.907721605,-87.665173377
7870378,01/01/2011 03:35:00 AM,BATTERY,SIMPLE,False,False,421.0,4.0,7.0,41.756936862,-87.555556597
10861687,01/01/2011 04:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,911.0,9.0,12.0,,
